moteid,temperature,humidity,light,voltage,dtime
23.0,15.8724,48.5139,26.68,2.62796,2004-02-29 07:14:50.683798
48.0,19.1456,42.2165,478.4,2.67532,2004-02-29 11:42:59.996794
13.0,16.5388,44.0176,596.16,2.63964,2004-02-28 08:05:16.697398
46.0,21.037,42.9189,39.56,2.52732,2004-03-01 18:39:33.165240
50.0,23.2714,27.8294,964.16,2.68742,2004-03-02 17:57:43.507715
15.0,122.153,28.0443,1847.36,2.34751,2004-03-02 08:33:40.305303
21.0,20.0668,40.0945,93.84,2.67532,2004-02-29 18:11:22.522058
43.0,18.6556,42.4509,128.8,2.65143,2004-03-01 23:49:22.846716
10.0,18.7242,43.7851,53.36,2.65143,2004-02-29 21:56:22.037312
26.0,26.7798,34.3273,625.6,2.73696,2004-03-01 12:03:22.233942
7.0,23.1832,31.3139,202.4,2.68742,2004-03-02 12:34:43.454579
51.0,15.9116,47.6035,0.46,2.61639,2004-03-02 03:18:30.833567
14.0,19.3612,41.6797,294.4,2.69964,2004-02-29 09:30:56.507301
34.0,20.1648,42.9856,64.4,2.65143,2004-03-01 19:56:32.401359
27.0,15.9998,51.8251,64.4,2.62796,2004-03-01 06:05:21.833839
50.0,16.48,48.5464,0.46,2.63964,2004-02-29 23:01:20.264328
4.0,23.5262,33.979,279.68,2.69964,2004-02-28 15:04:48.996782
1.0,18.4302,40.1622,43.24,2.67532,2004-02-29 02:15:49.395885
47.0,18.5674,45.7037,104.88,2.65143,2004-02-29 18:30:25.099113
17.0,16.48,44.6475,39.56,2.53812,2004-03-02 06:57:10.225165
20.0,24.1926,31.7368,1199.68,2.74963,2004-02-28 10:46:16.954575
17.0,22.9676,32.5452,684.48,2.60491,2004-02-28 10:52:47.366422
36.0,17.6756,47.9942,71.76,2.65143,2004-03-01 02:00:51.210539
36.0,20.6352,47.4079,279.68,2.66332,2004-03-01 12:25:27.847943
6.0,23.0852,31.6664,1140.8,2.63964,2004-03-02 12:19:17.148822
32.0,20.6548,30.7486,108.56,2.65143,2004-03-02 21:23:55.178777
8.0,20.0472,31.8424,1.38,2.66332,2004-03-02 21:24:24.546987
11.0,18.7732,42.5178,3.68,2.54901,2004-02-28 22:13:50.949570
24.0,20.596,40.4328,309.12,2.69964,2004-02-29 16:08:28.962456
1.0,17.9696,44.7137,43.24,2.65143,2004-03-01 02:45:53.652340
44.0,15.451,48.449,2.3,2.62796,2004-02-29 06:21:19.364285
13.0,17.8128,43.2525,1.38,2.65143,2004-02-29 01:07:22.470475
47.0,19.4592,44.4819,353.28,2.66332,2004-02-29 16:20:52.926001
39.0,17.2248,48.3192,143.52,2.63964,2004-03-01 05:52:23.689529
46.0,17.0386,44.2831,1.38,2.45421,2004-03-02 01:33:58.985529
35.0,18.048,46.5577,165.6,2.58226,2004-03-01 03:14:25.905720
14.0,21.5368,36.6118,353.28,2.7244,2004-02-28 12:09:18.824816
45.0,16.4898,44.6144,0.92,2.65143,2004-02-29 05:04:48.716929
14.0,17.7736,41.7805,28.52,2.71196,2004-02-28 01:17:16.697018
50.0,16.4506,48.6436,0.0201102,2.62796,2004-02-29 23:00:22.219627
42.0,24.0946,28.5449,1199.68,2.69964,2004-03-02 15:20:03.279016
1.0,20.9684,39.2803,235.52,2.69964,2004-02-29 12:37:51.410613
26.0,20.351,31.2433,114.08,2.62796,2004-03-02 23:00:54.745837
45.0,21.968000000000004,27.0398,101.2,2.67532,2004-03-02 19:27:30.471842
44.0,17.4404,45.3743,34.04,2.62796,2004-03-01 23:56:57.102554
19.0,19.6356,40.399,136.16,2.65143,2004-03-02 00:01:23.596447
22.0,25.2804,32.3698,202.4,2.7244,2004-03-01 09:36:37.221621
51.0,22.8696,34.8834,713.92,2.71196,2004-02-28 13:16:48.138076
44.0,15.3824,51.7933,1.84,2.61639,2004-03-01 05:35:59.127644
45.0,20.7234,39.7557,772.8,2.67532,2004-02-29 13:54:25.711883
4.0,21.9876,36.4396,128.8,2.68742,2004-02-28 17:15:19.549060
34.0,19.8022,30.8901,60.72,2.63964,2004-03-02 23:09:54.794448
53.0,22.7814,36.4741,1023.04,2.71196,2004-02-28 15:42:47.952612
42.0,23.4968,38.5993,294.4,2.71196,2004-03-01 16:15:04.599162
31.0,17.362000000000002,45.0442,861.12,2.65143,2004-02-29 08:11:49.245729
15.0,122.153,28.0443,1847.36,2.34751,2004-03-02 08:36:35.727068
18.0,20.7332,37.4708,172.96,2.51661,2004-02-28 20:27:51.257099
7.0,18.1852,38.1213,172.96,2.67532,2004-02-28 07:22:17.706329
50.0,15.0296,53.095,46.92,2.61639,2004-03-01 06:55:29.891683
35.0,21.2722,31.948,172.96,2.60491,2004-03-02 20:54:27.075110
23.0,17.6756,42.2165,0.92,2.65143,2004-02-29 01:59:52.098093
22.0,16.0096,46.2625,0.46,2.56,2004-02-29 04:22:19.446131
8.0,20.7626,31.948,108.56,2.67532,2004-03-02 18:53:01.321266
36.0,20.9096,42.11600000000001,104.88,2.67532,2004-03-01 07:53:26.108984
12.0,19.1652,44.6144,1847.36,2.65143,2004-02-29 12:31:53.253959
34.0,19.4788,43.6853,217.12,2.67532,2004-02-29 16:47:27.732220
35.0,20.7724,42.4844,172.96,2.61639,2004-03-01 20:36:38.935274
3.0,21.8112,30.5363,20.24,2.67532,2004-03-02 18:30:19.664727
51.0,21.2624,45.1763,217.12,2.67532,2004-03-01 14:53:12.130867
24.0,20.4392,37.9845,143.52,2.71196,2004-02-28 20:39:21.270688
45.0,23.4968,32.8257,861.12,2.73696,2004-02-28 12:41:48.451457
21.0,23.4772,27.6144,136.16,2.68742,2004-03-02 18:37:14.438753
39.0,21.2428,29.8271,158.24,2.67532,2004-03-02 21:26:29.099299
17.0,20.1452,38.5993,82.8,2.60491,2004-02-28 21:15:48.647997
7.0,19.2436,40.7706,9.2,2.65143,2004-03-02 00:31:58.763336
4.0,19.4984,41.7805,97.52,2.62796,2004-02-29 20:40:20.947876
54.0,17.7736,46.8524,0.46,2.63964,2004-02-29 18:49:20.808126
10.0,25.0844,37.2993,309.12,2.71196,2004-03-01 14:41:24.282470
41.0,22.654,41.0404,309.12,2.67532,2004-03-01 13:49:28.255839
2.0,20.0864,39.4162,121.44,2.67532,2004-02-28 22:18:19.193626
50.0,14.2358,52.2388,0.46,2.60491,2004-03-02 04:46:37.568382
4.0,24.957,36.7151,279.68,2.69964,2004-03-01 12:45:52.097566
29.0,17.2052,43.4857,20.24,2.65143,2004-02-29 02:30:18.928507
46.0,20.89,40.6355,60.72,2.51661,2004-03-01 08:34:25.869820
7.0,23.928,35.9912,250.24,2.71196,2004-03-01 11:21:30.912404
17.0,22.4384,43.019,625.6,2.60491,2004-03-01 14:06:30.995016
4.0,21.037,40.973,202.4,2.67532,2004-02-29 15:07:22.458720
35.0,19.665,43.2191,172.96,2.60491,2004-03-01 23:19:56.979787
45.0,16.3624,48.3517,0.92,2.63964,2004-03-01 04:18:35.245251
27.0,18.5478,43.7851,75.44,2.66332,2004-02-29 23:05:20.414267
3.0,19.1064,40.8718,2.3,2.65143,2004-03-02 00:57:55.756745
43.0,16.4604,48.8056,26.68,2.62796,2004-03-01 05:17:55.959788
40.0,25.1726,30.8194,1023.04,2.74963,2004-02-28 14:41:17.629438
23.0,22.1052,37.6765,426.88,2.68742,2004-02-29 14:55:23.710877
39.0,17.4306,44.846,3.22,2.63964,2004-03-02 04:09:53.173896
31.0,24.6728,27.7578,426.88,2.71196,2004-03-02 16:41:54.062934
37.0,20.7724,43.6521,195.04,2.67532,2004-03-01 21:10:31.282064
15.0,19.5964,40.8718,136.16,2.47467,2004-02-28 21:41:53.608934
36.0,21.3898,41.5116,323.84,2.69964,2004-02-29 15:21:26.621568
4.0,18.6458,39.2803,97.52,2.63964,2004-02-28 04:40:46.364416
14.0,17.3424,46.3937,0.46,2.66332,2004-03-01 03:03:30.963917
31.0,18.9496,43.2191,143.52,2.65143,2004-03-01 23:41:53.314934
1.0,18.1656,44.2831,43.24,2.65143,2004-03-01 01:38:59.602320
9.0,20.4,39.0763,104.88,2.77533,2004-02-28 19:44:48.087477
43.0,21.5858,38.872,143.52,2.67532,2004-03-01 08:43:28.630360
10.0,19.8316,42.9856,217.12,2.66332,2004-02-29 16:17:54.637527
15.0,122.153,18.3245,1847.36,2.32,2004-03-02 08:11:12.717630
24.0,15.108,50.7387,4.14,2.65143,2004-02-29 06:36:49.666147
42.0,24.614,30.7486,264.96,2.69964,2004-03-02 07:38:51.300956
27.0,21.576,36.6807,75.44,2.71196,2004-02-28 18:37:48.195123
30.0,15.8724,51.7933,90.16,2.62796,2004-03-01 06:13:51.879724
48.0,21.6838,27.8294,114.08,2.68742,2004-03-02 20:02:59.876823
1.0,17.509,42.9523,43.24,2.66332,2004-02-29 06:17:22.684813
29.0,19.714,39.3483,180.32,2.68742,2004-02-28 22:10:19.846501
42.0,18.1068,42.5513,3.68,2.67532,2004-02-28 22:15:19.943701
16.0,19.518,41.3435,57.04,2.63964,2004-02-28 21:04:51.095741
27.0,27.3482,26.5359,158.24,2.73696,2004-03-02 11:02:23.706274
48.0,17.3718,45.8024,0.92,2.65143,2004-02-29 23:42:51.644482
11.0,23.2518,29.2225,1317.44,2.67532,2004-03-02 14:16:54.467229
21.0,25.9566,30.6779,143.52,2.7244,2004-03-01 09:14:31.172024
39.0,21.8896,37.3679,338.56,2.69964,2004-02-29 11:05:50.592130
11.0,23.5556,28.8305,655.04,2.67532,2004-03-02 16:40:32.320201
43.0,21.4682,41.7805,136.16,2.68742,2004-03-01 18:29:33.844869
35.0,23.242,35.0915,802.24,2.61639,2004-03-02 07:55:09.174451
19.0,17.7344,45.1433,39.56,2.63964,2004-03-01 02:54:50.683947
48.0,21.2624,27.8294,114.08,2.68742,2004-03-02 20:37:55.605170
24.0,30.1412,26.752,368.0,2.80151,2004-03-01 15:11:53.027477
47.0,16.872,46.0655,0.46,2.62796,2004-03-02 01:09:01.409309
8.0,19.3612,41.9147,1.38,2.67532,2004-03-01 22:35:38.834839
16.0,18.0186,45.1103,43.24,2.59354,2004-03-02 00:09:39.979385
40.0,24.4964,31.2433,625.6,2.71196,2004-03-02 07:52:24.073858
15.0,122.153,20.6993,1847.36,2.32,2004-03-02 07:56:29.284833
42.0,15.892,47.6035,3.68,2.63964,2004-02-29 04:48:50.840486
24.0,15.1178,50.5463,128.8,2.63964,2004-02-29 07:30:19.488456
17.0,17.4012,43.0524,0.46,2.54901,2004-03-02 03:07:53.161401
25.0,22.6736,35.7148,1317.44,2.69964,2004-02-29 12:22:58.695641
51.0,18.93,42.9189,478.4,2.65143,2004-02-29 11:41:27.230508
43.0,16.7544,44.879,26.68,2.65143,2004-02-29 04:23:55.794313
49.0,19.0868,50.4179,338.56,2.65143,2004-03-01 14:19:31.397457
33.0,21.8112,39.8574,97.52,2.69964,2004-03-01 18:35:27.695474
34.0,18.7242,43.5855,60.72,2.65143,2004-03-01 23:43:52.687072
23.0,19.9884,34.9528,537.28,2.68742,2004-02-28 08:05:17.164797
27.0,23.9966,37.8477,136.16,2.71196,2004-03-01 11:29:22.246493
16.0,18.9496,44.0176,43.24,2.60491,2004-03-01 22:13:28.829349
32.0,27.26,26.031,1258.56,2.73696,2004-03-02 11:25:32.146528
2.0,23.1832,34.536,397.44,2.67532,2004-03-02 10:54:30.771805
1.0,19.0084,41.9818,43.24,2.67532,2004-02-29 19:55:55.580376
43.0,22.017,38.1555,235.52,2.68742,2004-03-01 09:12:57.158814
47.0,19.7532,43.8515,456.32,2.66332,2004-02-29 15:50:22.245551
24.0,22.066,35.2995,1023.04,2.69964,2004-02-29 10:35:49.335912
7.0,20.4588,40.6355,382.72,2.68742,2004-02-29 12:34:57.466271
39.0,20.89,41.9147,202.4,2.68742,2004-02-29 15:44:24.433209
7.0,23.5262,29.7916,180.32,2.69964,2004-03-02 13:57:35.225299
10.0,21.5858,36.9559,224.48,2.69964,2004-02-28 16:57:18.382078
17.0,18.4596,40.5004,0.46,2.58226,2004-02-29 00:36:48.299469
46.0,18.9202,44.2499,53.36,2.50599,2004-02-29 18:08:55.376340
22.0,16.4604,40.6355,104.88,2.65143,2004-02-28 07:02:17.100437
29.0,18.93,41.7805,180.32,2.65143,2004-03-02 00:35:23.227962
2.0,18.8124,41.7805,6.9,2.63964,2004-03-02 02:25:55.811302
24.0,31.6798,20.6254,1376.32,2.80151,2004-03-02 09:37:59.752947
23.0,21.674,28.0085,235.52,2.66332,2004-03-02 22:06:28.403715
3.0,19.9002,40.0607,323.84,2.67532,2004-02-29 10:07:20.007512
7.0,18.5086,40.6693,97.52,2.67532,2004-02-29 03:00:24.122184
19.0,16.6956,48.2867,35.88,2.62796,2004-03-01 06:06:23.486290
44.0,17.7442,45.0442,34.04,2.63964,2004-03-01 23:27:23.970152
25.0,26.9562,31.0667,684.48,2.73696,2004-03-01 11:08:22.865506
23.0,21.9778,32.5102,566.72,2.69964,2004-02-28 09:04:46.848095
39.0,20.4,39.4502,250.24,2.67532,2004-02-29 09:51:49.985697
46.0,16.430999999999994,41.2425,114.08,2.47467,2004-02-28 06:42:47.197546
35.0,22.3992,43.2525,323.84,2.62796,2004-03-01 15:17:21.876113
51.0,20.2432,41.8476,537.28,2.67532,2004-02-29 14:27:28.184090
43.0,20.4686,28.402,136.16,2.65143,2004-03-02 22:29:28.678187
37.0,21.0076,42.5178,224.48,2.67532,2004-03-01 07:47:22.339644
30.0,18.2832,42.5178,90.16,2.67532,2004-02-28 23:36:18.597558
48.0,16.3428,44.7798,456.32,2.65143,2004-02-29 08:05:23.329575
2.0,19.3416,39.7896,121.44,2.66332,2004-02-29 00:44:52.373109
38.0,21.2526,39.8235,264.96,2.63964,2004-03-01 09:27:22.501233
23.0,21.5956,36.0948,235.52,2.69964,2004-02-28 18:52:22.013781
45.0,18.2636,38.3263,172.96,2.67532,2004-02-28 01:09:46.255502
23.0,17.019000000000002,47.4079,202.4,2.63964,2004-03-01 05:49:06.852704
41.0,23.928,28.3305,441.6,2.69964,2004-03-02 17:07:41.648471
9.0,22.409,35.3687,1670.72,2.78836,2004-02-28 15:39:18.825442
22.0,26.6818,23.9272,625.6,2.7244,2004-03-02 15:41:59.442136
38.0,20.4588,40.973,187.68,2.63964,2004-03-01 08:42:53.485538
45.0,16.4114,45.4732,0.46,2.62796,2004-03-02 03:30:13.733502
41.0,20.0276,38.0529,861.12,2.66332,2004-02-29 09:19:20.514141
48.0,20.0178,39.2803,0.92,2.69964,2004-02-28 19:55:22.492683
1.0,25.4372,32.5803,48.76,2.7244,2004-03-01 17:59:24.754207
49.0,16.97,43.4857,0.46,2.65143,2004-02-29 00:34:19.315550
35.0,23.2224,32.6505,1376.32,2.62796,2004-03-02 13:11:23.751869
46.0,16.8622,47.4079,1.84,2.48502,2004-03-01 02:10:51.952162
48.0,22.6932,30.182,1199.68,2.69964,2004-03-02 15:47:32.210753
20.0,17.264,44.8129,0.92,2.63964,2004-03-02 03:10:50.451031
33.0,22.997,31.4549,964.16,2.7244,2004-02-28 09:46:48.442249
42.0,18.048,44.9121,150.88,2.65143,2004-03-01 22:46:30.461910
36.0,19.3808,44.5151,75.44,2.67532,2004-02-29 18:19:21.449313
14.0,16.774,47.5057,0.46,2.65143,2004-03-01 05:11:05.557229
52.0,19.812,29.1157,57.04,2.62796,2004-03-02 22:34:24.861407
4.0,24.026,36.0257,158.24,2.68742,2004-03-01 10:29:35.925975
54.0,16.8132,47.0813,1552.96,2.62796,2004-02-29 10:03:19.723706
50.0,17.1954,47.3426,28.52,2.63964,2004-03-01 21:49:48.495544
6.0,22.2522,42.0489,890.56,2.63964,2004-03-01 12:59:53.217633
17.0,16.1958,41.9818,26.68,2.52732,2004-02-28 06:45:17.842091
39.0,19.3808,42.8187,150.88,2.65143,2004-03-01 23:20:23.186051
34.0,16.8132,45.4732,0.46,2.61639,2004-03-02 04:28:23.129117
24.0,15.9998,46.5577,1.38,2.65143,2004-02-29 03:09:50.891451
48.0,18.9496,44.1836,46.92,2.67532,2004-02-29 18:01:56.365550
41.0,20.2628,41.6125,195.04,2.67532,2004-02-29 15:44:29.788883
4.0,22.8794,38.5311,93.84,2.66332,2004-03-01 18:09:27.996061
30.0,21.2722,42.11600000000001,114.08,2.68742,2004-03-01 19:08:02.763972
49.0,23.3302,37.0933,264.96,2.68742,2004-03-01 10:33:01.428173
16.0,18.1852,45.2753,1.38,2.60491,2004-02-29 21:13:50.749008
8.0,17.1954,43.3858,0.92,2.63964,2004-03-02 06:19:31.009544
41.0,16.4016,46.2953,53.36,2.63964,2004-02-29 06:47:24.189664
43.0,21.1644,28.8305,136.16,2.66332,2004-03-02 20:57:28.659466
54.0,21.282,38.8039,412.16,2.69964,2004-02-28 16:57:47.606155
12.0,18.9888,41.9818,101.2,2.67532,2004-02-28 19:55:47.793399
47.0,23.0852,34.8139,1376.32,2.71196,2004-02-28 16:53:19.571396
10.0,22.6834,30.182,353.28,2.67532,2004-03-02 15:18:37.011451
24.0,29.9158,26.3197,294.4,2.80151,2004-03-01 16:37:52.717043
46.0,16.7544,45.0112,1.38,2.4441200000000003,2004-03-02 02:29:24.627499
4.0,21.1154,37.5394,97.52,2.67532,2004-02-28 19:08:18.124419
3.0,19.5572,38.5993,48.76,2.67532,2004-02-29 00:04:21.202890
52.0,21.5368,44.3162,209.76,2.65143,2004-03-01 11:55:05.765810
16.0,16.3722,47.1467,0.92,2.58226,2004-03-02 01:29:27.554025
29.0,26.7308,27.6861,655.04,2.74963,2004-02-28 13:25:48.111977
1.0,17.7148,45.0442,43.24,2.65143,2004-03-01 04:43:30.713710
46.0,16.3624,41.3098,195.04,2.4644,2004-02-28 07:10:16.908176
49.0,15.4608,50.6746,0.46,2.60491,2004-03-01 05:56:23.178723
49.0,25.3588,35.2995,743.36,2.71196,2004-03-01 13:00:30.639670
25.0,18.9888,41.9818,90.16,2.66332,2004-02-29 18:38:24.469961
23.0,16.9896,43.1858,0.92,2.62796,2004-03-02 05:20:34.130360
19.0,23.9868,32.2995,338.56,2.7244,2004-02-28 13:15:48.995918
20.0,-38.4,-4.0,890.56,2.4341,2004-02-28 15:04:47.176240
15.0,25.349,35.9221,507.84,2.4341,2004-03-01 17:19:22.216223
26.0,17.117,44.9121,0.92,2.63964,2004-03-02 03:55:23.503163
44.0,15.7744,47.4079,1.84,2.63964,2004-02-29 05:00:52.911835
19.0,16.2154,46.7542,0.46,2.63964,2004-02-29 06:13:49.266256
29.0,21.086,37.7792,180.32,2.69964,2004-02-28 18:46:47.948899
3.0,20.3412,38.1213,48.76,2.69964,2004-02-28 21:15:48.765452
7.0,20.792,40.2976,382.72,2.68742,2004-02-29 13:45:25.700855
48.0,19.4592,39.7557,625.6,2.66332,2004-03-02 10:36:38.257697
45.0,20.0962,27.9369,101.2,2.65143,2004-03-02 23:00:57.705795
36.0,22.8206,32.8608,537.28,2.67532,2004-03-02 15:46:54.852083
33.0,19.5572,40.973,97.52,2.67532,2004-03-01 23:07:30.010048
2.0,19.1456,40.1622,121.44,2.66332,2004-02-29 01:23:19.943006
1.0,18.7732,37.5394,397.44,2.67532,2004-02-28 08:11:16.846710
21.0,28.1518,22.1719,224.48,2.73696,2004-03-02 15:24:15.932861
1.0,24.7512,30.8901,426.88,2.7244,2004-03-02 10:09:13.399844
21.0,21.2428,38.8039,136.16,2.68742,2004-03-01 21:46:33.193162
9.0,20.645,41.0067,1847.36,2.74963,2004-02-29 12:34:50.491436
10.0,20.0864,42.38399999999999,625.6,2.66332,2004-02-29 12:37:49.309585
10.0,18.048,42.4509,53.36,2.66332,2004-02-29 03:45:49.860524
49.0,17.5482,44.2499,596.16,2.63964,2004-02-29 09:57:00.239307
45.0,17.9794,44.5151,0.92,2.66332,2004-02-29 21:26:50.471127
2.0,21.6348,32.2293,43.24,2.65143,2004-03-02 18:23:24.948913
37.0,20.8704,42.9189,235.52,2.67532,2004-03-01 08:00:02.279283
47.0,20.1844,48.5788,772.8,2.66332,2004-03-01 14:22:26.649768
20.0,24.908,27.5426,964.16,2.71196,2004-03-02 14:16:02.727934
21.0,16.137,47.114,53.36,2.63964,2004-02-29 07:47:18.891845
3.0,25.6724,29.8271,353.28,2.73696,2004-03-02 10:08:12.254928
20.0,22.2228,30.1465,32.2,2.68742,2004-03-02 19:53:25.493070
51.0,20.449,37.5051,655.04,2.68742,2004-02-28 10:57:18.879106
26.0,23.7712,33.0009,537.28,2.73696,2004-02-28 15:45:17.808168
40.0,19.371,39.7217,114.08,2.68742,2004-02-28 22:20:50.213823
17.0,23.4184,33.2108,1317.44,2.60491,2004-03-02 09:07:40.255005
51.0,16.4212,45.8682,0.46,2.62796,2004-03-02 01:41:22.604135
7.0,25.839,34.8139,323.84,2.7244,2004-03-01 13:54:22.916004
22.0,17.4796,39.6878,75.44,2.65143,2004-02-28 03:53:46.199273
12.0,20.204,42.5847,101.2,2.67532,2004-03-01 19:34:14.772821
16.0,15.1178,50.4179,1.38,2.58226,2004-02-29 06:20:22.666620
10.0,20.6646,38.9061,53.36,2.69964,2004-02-28 18:53:47.923775
10.0,18.4792,43.019,2.76,2.63964,2004-03-02 01:24:28.852298
26.0,24.124,32.4751,655.04,2.73696,2004-02-28 15:33:48.097150
48.0,24.712,31.4549,655.04,2.7244,2004-03-02 08:55:09.329803
54.0,14.8728,48.0267,0.46,2.63964,2004-02-28 03:42:15.996842
45.0,20.9292,39.5521,596.16,2.68742,2004-02-29 14:44:19.617216
50.0,17.1366,47.7338,32.2,2.65143,2004-02-29 20:24:59.179837
21.0,26.9268,30.6071,136.16,2.73696,2004-03-01 10:35:27.928031
6.0,20.8998,31.3139,21.16,2.61639,2004-03-02 20:05:55.532762
22.0,17.362000000000002,42.5513,1.84,2.56,2004-03-02 03:18:23.830115
24.0,15.647,48.0593,1.38,2.65143,2004-02-29 04:21:18.657975
29.0,18.2048,40.0268,180.32,2.67532,2004-02-28 02:52:16.792517
51.0,18.2832,41.5116,0.46,2.67532,2004-02-28 23:00:53.977111
8.0,17.3718,43.519,108.56,2.66332,2004-02-29 06:12:23.475856
49.0,19.8806,42.3505,625.6,2.66332,2004-02-29 14:18:26.978214
20.0,23.0754,29.5428,37.72,2.69964,2004-03-02 18:37:31.419358
26.0,18.3616,44.9121,114.08,2.65143,2004-02-29 21:48:20.732723
48.0,22.0072,27.5426,114.08,2.68742,2004-03-02 19:23:32.258438
35.0,21.1252,31.7016,172.96,2.60491,2004-03-02 21:20:24.664602
24.0,27.0346,22.7584,368.0,2.74963,2004-03-02 16:14:02.905185
10.0,22.556,30.7486,353.28,2.67532,2004-03-02 15:06:55.971918
3.0,20.939,39.8913,35.88,2.68742,2004-03-01 20:32:23.622051
4.0,18.4792,41.5453,97.52,2.62796,2004-02-29 04:45:51.178602
51.0,16.3036,41.9147,136.16,2.65143,2004-02-28 04:40:47.217310
51.0,17.1072,42.9189,0.46,2.65143,2004-02-29 03:09:52.453644
29.0,16.0096,50.7707,150.88,2.62796,2004-03-01 06:49:51.829054
12.0,15.6666,49.1615,0.46,2.61639,2004-03-02 01:14:02.711847
52.0,20.9488,37.8134,338.56,2.67532,2004-02-28 11:49:48.964849
9.0,17.6266,46.9505,101.2,2.7244,2004-03-01 05:58:25.533325
15.0,24.81,36.543,426.88,2.4341,2004-03-01 17:46:33.862010
35.0,22.213,32.1941,60.72,2.61639,2004-03-02 18:32:27.158848
4.0,18.2832,42.1495,97.52,2.62796,2004-02-29 05:42:21.824690
31.0,22.948,34.3969,537.28,2.71196,2004-02-28 16:16:47.549790
9.0,18.7046,43.0524,1.38,2.7244,2004-03-02 00:47:08.314486
7.0,19.4592,41.5116,104.88,2.67532,2004-02-29 18:43:26.621842
26.0,18.0284,44.1504,1.38,2.65143,2004-03-02 01:19:28.890701
37.0,21.8112,42.0824,426.88,2.69964,2004-02-29 15:13:20.385037
9.0,19.0084,41.2088,104.88,2.77533,2004-02-28 01:07:46.555114
19.0,23.3792,33.1409,382.72,2.7244,2004-02-28 15:25:48.147509
14.0,16.6662,46.5905,235.52,2.66332,2004-02-29 08:14:22.950536
46.0,17.2444,42.9523,1.84,2.49546,2004-02-29 02:53:19.170678
29.0,19.0084,41.7805,180.32,2.65143,2004-03-02 00:27:53.094786
10.0,25.0452,36.6118,294.4,2.71196,2004-03-01 15:15:22.540060
26.0,22.8304,30.1111,108.56,2.62796,2004-03-02 18:21:24.950052
33.0,21.9386,30.182,32.2,2.68742,2004-03-02 18:31:46.928386
33.0,18.2832,39.5521,101.2,2.68742,2004-02-28 03:24:47.122449
29.0,18.9496,41.7469,180.32,2.65143,2004-03-02 00:34:23.143182
25.0,18.9888,39.8574,0.92,2.67532,2004-02-28 23:06:18.875774
29.0,22.213,35.9221,224.48,2.7244,2004-02-28 17:28:17.578853
8.0,18.538,39.9591,108.56,2.68742,2004-02-28 02:05:46.898613
25.0,16.3428,44.3162,93.84,2.61639,2004-03-02 07:00:37.373022
18.0,19.7238,40.2638,172.96,2.47467,2004-03-02 00:00:39.819134
8.0,22.0268,35.2995,1847.36,2.71196,2004-02-28 12:02:17.940452
6.0,22.8794,37.5051,412.16,2.65143,2004-03-01 10:14:52.070470
21.0,23.0852,31.1727,426.88,2.7244,2004-02-28 09:44:18.229281
47.0,24.3984,32.9308,1847.36,2.73696,2004-02-28 16:00:50.909596
7.0,20.2922,40.4328,397.44,2.68742,2004-02-29 11:52:21.978724
38.0,22.5168,34.1184,964.16,2.66332,2004-02-29 11:04:26.499877
16.0,15.1178,47.0159,1.38,2.60491,2004-02-28 04:38:46.545512
29.0,16.2252,47.0813,20.24,2.63964,2004-02-29 05:50:19.655319
12.0,21.0272,39.8913,338.56,2.67532,2004-03-01 08:13:08.288767
44.0,15.99,42.7853,655.04,2.65143,2004-02-28 07:23:17.243575
7.0,20.89,37.162,101.2,2.69964,2004-02-28 18:46:50.736005
31.0,19.6846,40.8718,143.52,2.68742,2004-02-28 21:06:54.020256
54.0,19.3514,44.2831,1376.32,2.65143,2004-02-29 14:45:28.723950
37.0,17.7344,42.317,217.12,2.67532,2004-02-28 06:49:47.051135
47.0,19.4788,44.4488,353.28,2.66332,2004-02-29 16:20:29.734883
44.0,15.206,52.4294,11.96,2.60491,2004-03-01 06:40:34.699394
4.0,22.948,35.9221,136.16,2.66332,2004-03-01 07:40:51.941942
1.0,20.0178,35.3687,397.44,2.69964,2004-02-28 08:41:47.459275
51.0,18.8908,44.0508,53.36,2.66332,2004-02-29 18:28:52.622490
19.0,16.9308,43.4524,0.46,2.62796,2004-03-02 05:09:23.186448
43.0,22.5756,31.4197,964.16,2.69964,2004-02-28 09:34:47.789389
48.0,18.146,44.8129,43.24,2.66332,2004-02-29 20:39:58.820670
7.0,20.6842,40.6355,368.0,2.68742,2004-02-29 14:30:49.492288
20.0,19.9884,30.7133,35.88,2.65143,2004-03-02 23:32:29.871494
43.0,20.6058,40.8381,165.6,2.67532,2004-02-29 15:20:25.239510
46.0,18.4988,40.973,1.84,2.51661,2004-02-28 23:18:54.210043
46.0,22.5658,34.8834,412.16,2.52732,2004-02-28 12:20:18.646886
33.0,18.293,43.918,97.52,2.66332,2004-03-01 00:34:50.547207
10.0,22.8696,35.4726,625.6,2.71196,2004-02-28 14:08:48.457238
20.0,19.1358,38.258,158.24,3.12589,2004-02-28 01:40:16.456936
8.0,19.2436,41.81399999999999,1.38,2.67532,2004-03-01 23:02:27.084921
4.0,21.4584,31.5254,60.72,2.65143,2004-03-02 19:31:57.601050
48.0,16.676,41.2425,108.56,2.67532,2004-02-28 04:27:16.269358
31.0,17.9892,42.25,104.88,2.66332,2004-02-29 01:27:18.850080
21.0,23.438,27.8294,136.16,2.68742,2004-03-02 18:36:10.913379
10.0,17.6266,43.1191,3.22,2.62796,2004-03-02 06:12:19.195069
